Name,Platform,Year_of_Release,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,Critic_Score,Critic_Count,User_Score,User_Count
Rollin Rascals,DS,2009,Puzzle,Rising Star Games,0.04,0,0,0,0.04,68,26,7,162
Haneru no Tobira DS: Tanshuku Tetsudou no Yoru,DS,2007,Misc,Namco Bandai Games,0,0,0.04,0,0.04,68,26,7,162
Thoroughbred Breeder II Plus,PS,1995,Simulation,Hect,0,0,0.04,0,0.04,68,26,7,162
Pure Pinball,X,2004,Misc,XS Games,0.03,0.01,0,0,0.04,68,11,8.5,6
Hanaoni: Koisomeru Koku - Eikyuu no Shirushi,PSP,2011,Adventure,Idea Factory,0,0,0.04,0,0.04,68,26,7,162
Jewel Quest Mysteries 2: Trail of the Midnight Heart,DS,2011,Puzzle,Unknown,0,0.03,0,0,0.04,68,26,7,162
Zac to Ombra: Maboroshi no Yuuenchi,DS,2010,Adventure,Konami Digital Entertainment,0,0,0.04,0,0.04,68,26,7,162
Shadow of the Colossus,PS3,2011,Action,Sony Computer Entertainment,0,0,0.04,0,0.04,68,26,8.5,74
Phantom Breaker,X360,2011,Fighting,5p,0.02,0,0.02,0,0.04,68,26,7,162
Daikaijuu Battle: Ultra Coliseum DX - Ultra Senshi Daishuuketsu,Wii,2010,Fighting,Namco Bandai Games,0,0,0.04,0,0.04,68,26,7,162
The Treasures of Montezuma,DS,2010,Puzzle,Foreign Media Games,0.02,0.02,0,0,0.04,68,26,7,162
Valhalla Knights 2: Battle Stance,PSP,2009,Role-Playing,Marvelous Interactive,0,0,0.04,0,0.04,68,26,7,162
99 no Namida,DS,2008,Adventure,Namco Bandai Games,0,0,0.04,0,0.04,68,26,7,162
Ookami to Koushinryou: Boku to Horo no Ichinen,DS,2008,Adventure,ASCII Media Works,0,0,0.04,0,0.04,68,26,7,162
Headhunter: Redemption,PS2,2004,Action,Sega,0.02,0.01,0,0,0.04,62,29,6.7,7
Cyber Troopers Virtual-On Marz,PS2,2003,Fighting,Sega,0.02,0.01,0,0,0.04,68,26,7,162
Clannad,PSP,2008,Adventure,Prototype,0,0,0.04,0,0.04,68,26,7,162
Stuntman,GBA,2003,Racing,Atari,0.03,0.01,0,0,0.04,77,8,7,162
WSC Real 11: World Snooker Championship,X360,2011,Sports,Koch Media,0,0.03,0,0,0.04,68,26,7,162
The Chase: Felix Meets Felicity,DS,2009,Action,Atari,0.04,0,0,0,0.04,59,9,7,162
Time Travelers,3DS,2012,Adventure,Unknown,0,0,0.04,0,0.04,68,26,7,162
Grand Theft Auto: Vice City,PC,2003,Action,Take-Two Interactive,0,0.03,0,0.01,0.04,94,30,8.8,1538
The Idolm@ster: Must Songs - Red Board / Blue Board,PSV,2015,Misc,Namco Bandai Games,0,0,0.04,0,0.04,68,26,7,162
Luxor: Pharaohs Challenge,Wii,2007,Puzzle,Funsta,0.01,0.02,0,0,0.04,68,26,7,162
Syndicate Wars,PS,1997,Strategy,Electronic Arts,0.02,0.01,0,0,0.04,68,26,7,162
Empire Earth III,PC,2007,Strategy,Vivendi Games,0,0.03,0,0.01,0.04,50,40,2.8,53
Sonic PC Collection,PC,2009,Misc,Sega,0,0.04,0,0,0.04,68,26,7,162
The Sims 4: Spa Day,PC,2015,Simulation,Electronic Arts,0,0.04,0,0,0.04,68,26,7.8,28
DuckTales: Remastered,X360,2013,Action,Capcom,0.03,0,0,0,0.04,68,26,7,162
Surfs Up,PS3,2007,Sports,Ubisoft,0.03,0,0,0,0.04,59,8,5.1,7
SWAT: Target Liberty,PSP,2007,Shooter,Vivendi Games,0.03,0,0,0,0.04,50,26,7.7,9
Game of Thrones (Telltale),PS3,2015,Adventure,Telltale Games,0.02,0.02,0,0.01,0.04,68,26,7,162
Draglade (JP sales),DS,2007,Fighting,505 Games,0,0,0.04,0,0.04,68,26,7,162
Free Running,Wii,2009,Sports,Reef Entertainment,0.02,0.02,0,0,0.04,68,26,7,162
Tiger Woods PGA Tour Golf,GBA,2002,Sports,Ubisoft,0.03,0.01,0,0,0.04,68,26,7,162
Hercs Adventures,PS,1997,Action,Virgin Interactive,0.02,0.01,0,0,0.04,68,26,7,162
Twin Strike: Operation Thunder,Wii,2008,Shooter,Zoo Games,0.04,0,0,0,0.04,50,7,8.3,6
CSI: Fatal Conspiracy,PC,2010,Adventure,Ubisoft,0,0.03,0,0.01,0.04,47,5,5.5,6
Resident Evil: Operation Raccoon City,PC,2012,Action,Capcom,0,0.03,0,0.01,0.04,48,8,3.9,192
Bomberman: Act Zero,X360,2006,Puzzle,Konami Digital Entertainment,0.04,0,0,0,0.04,34,41,2.2,43
All Points Bulletin,PC,2010,Role-Playing,Electronic Arts,0,0.03,0,0.01,0.04,68,26,7,162
Hannspree Ten Kate Honda: SBK Superbike World Championship,PSP,2007,Racing,Black Bean Games,0.03,0,0,0,0.04,68,26,7,162
Trine 2,WiiU,2012,Platform,Atlus,0,0.04,0,0,0.04,68,26,7,162
Astro Boy: The Video Game,PSP,2009,Action,D3Publisher,0.04,0,0,0,0.04,60,6,7,162
Medabots 9: Metabee / Rokusho,3DS,2015,Role-Playing,Rocket Company,0,0,0.04,0,0.04,68,26,7,162
Worms: Ultimate Mayhem,PC,2011,Strategy,Unknown,0,0.03,0,0,0.04,66,4,7.8,48
Dreamfall: The Longest Journey,X,2006,Adventure,Empire Interactive,0.03,0.01,0,0,0.04,73,42,8.8,24
Tokimeki Mahjong Paradise: Koi no Tenpai Beat,SAT,1995,Misc,Sonnet,0,0,0.04,0,0.04,68,26,7,162
Blue Roses: Yousei to Aoi Hitomi no Senshitachi,PSP,2010,Adventure,Nippon Ichi Software,0,0,0.04,0,0.04,68,26,7,162
Kidou Gekidan Haro Ichiza Gundam Mahjong DS: Oyaji nimo Agarareta koto nai noni!,DS,2005,Misc,Namco Bandai Games,0,0,0.04,0,0.04,68,26,7,162
Tokyo Xanadu eX+,PS4,2016,Role-Playing,Nihon Falcom Corporation,0,0,0.04,0,0.04,68,26,7,162
Zatch Bell! Mamodo Fury,GC,2005,Fighting,Namco Bandai Games,0.03,0.01,0,0,0.04,68,26,7,162
Just Sing! Vol. 2,DS,2011,Misc,PQube,0,0.03,0,0,0.04,68,26,7,162
JASF: Janes Advanced Strike Fighters,PC,2011,Simulation,Deep Silver,0.02,0.01,0,0,0.04,48,4,3.1,14
PopStar Guitar,PS2,2008,Misc,XS Games,0.02,0.01,0,0,0.04,68,26,7,162
Doras Big Birthday Adventure,PS2,2010,Misc,Take-Two Interactive,0.02,0.01,0,0,0.04,68,26,7,162
NHL Blades of Steel 2000,PS,1999,Sports,Konami Digital Entertainment,0.02,0.01,0,0,0.04,68,26,7,162
Outlaw Volleyball Remixed,PS2,2004,Sports,Global Star,0.02,0.01,0,0,0.04,57,9,7,162
Samurai Warriors: Sanada Maru,PS4,2016,Action,Tecmo Koei,0,0,0.04,0,0.04,68,26,7,162
The Adventures of Darwin,PS2,2006,Strategy,Essential Games,0.01,0,0.03,0,0.04,53,10,7,162
Adventure Time: Explore the Dungeon Because I Dont Know!,WiiU,2013,Action,D3Publisher,0.02,0.02,0,0,0.04,68,26,7,162
Langrisser: Re:Incarnation Tensei,3DS,2015,Role-Playing,Extreme Entertainment Group,0.02,0,0.01,0,0.04,68,26,7,162
Don Bradman Cricket 14,XOne,2015,Sports,Tru Blu Entertainment,0,0.04,0,0,0.04,68,26,7,162
Klonoa Heroes: Densetsu no Star Medal,GBA,2002,Role-Playing,Namco Bandai Games,0,0,0.04,0,0.04,68,26,7,162
Pajama Sam: You are What You Eat From Your Head to Your Feet,PS,2001,Adventure,Infogrames,0.02,0.01,0,0,0.04,68,26,7,162
Brothers In Arms DS,DS,2007,Shooter,Ubisoft,0.03,0,0,0,0.04,72,27,8,25
Superdimension Neptune vs Sega Hard Girls,PSV,2016,Role-Playing,Idea Factory International,0,0.03,0,0.01,0.04,73,16,8.5,14
Warhammer: Dark Omen,PS,1998,Strategy,Electronic Arts,0.02,0.01,0,0,0.04,68,26,7,162
Denki Blocks!,GBA,2001,Puzzle,Rage Software,0.03,0.01,0,0,0.04,68,26,7,162
Off-Road Drive,PC,2011,Racing,1C Company,0,0.03,0,0,0.04,60,10,6.4,17
Mobile Suit Gundam: Mokuba no Kiseki,PSP,2012,Action,Namco Bandai Games,0,0,0.04,0,0.04,68,26,7,162
A Ressha de Ikou DS,DS,2009,Simulation,ArtDink,0,0,0.04,0,0.04,68,26,7,162
Shin Hayarigami,PS3,2014,Adventure,Nippon Ichi Software,0,0,0.04,0,0.04,68,26,7,162
Harukanaru Toki no Naka de 4: Aizouban,PSP,2010,Role-Playing,Tecmo Koei,0,0,0.04,0,0.04,68,26,7,162
Ballistic,PS,1999,Puzzle,Atari,0.02,0.01,0,0,0.04,68,26,7,162
Colin McRae Rally 3,X,2002,Racing,Codemasters,0.03,0.01,0,0,0.04,86,25,7.4,14
TMNT,DS,2007,Action,Ubisoft,0.03,0.01,0,0,0.04,42,10,1.8,6
City Builder,Wii,2010,Misc,Virtual Play Games,0.04,0,0,0,0.04,68,26,7,162
Sega Rally 2006,PS2,2006,Racing,Sega,0,0,0.04,0,0.04,68,26,7,162
Gundam Battle Online,DC,2001,Action,Namco Bandai Games,0,0,0.04,0,0.04,68,26,7,162
LEGO Jurassic World,PC,2015,Action,Warner Bros. Interactive Entertainment,0,0.04,0,0,0.04,72,8,7.1,33
NatGeo Challenge! Wild Life,Wii,2010,Misc,Black Bean Games,0.03,0,0,0,0.04,68,26,7,162
Shonen Jumps One Piece: Grand Adventure,GC,2006,Fighting,Namco Bandai Games,0.03,0.01,0,0,0.04,68,26,7,162
Holly Hobbie & Friends,DS,2007,Misc,Majesco Entertainment,0.04,0,0,0,0.04,68,26,7,162
Dead or Alive Xtreme 3: Venus,PSV,2016,Sports,Tecmo Koei,0,0,0.04,0,0.04,68,26,7,162
Gitaroo Man Lives!,PSP,2006,Misc,Tecmo Koei,0.03,0,0,0,0.04,68,26,7,162
Stolen,PS2,2005,Action,Hip Interactive,0.02,0.01,0,0,0.04,51,16,7.4,16
Glacier2,Wii,2009,Racing,Zoo Games,0.04,0,0,0,0.04,68,26,7,162
Stoked: Big Air Edition,X360,2009,Sports,Namco Bandai Games,0.02,0.02,0,0,0.04,72,21,7.7,16
Heathcliff! Frantic Foto,DS,2010,Misc,Storm City Games,0.04,0,0,0,0.04,68,26,7,162
Memories Off 6: T-Wave,PS2,2008,Adventure,5p,0,0,0.04,0,0.04,68,26,7,162
Ar Nosurge: Ode to an Unborn Star,PSV,2014,Role-Playing,Tecmo Koei,0,0,0.04,0,0.04,68,26,7,162
Famicom Remix Best Choice,3DS,2015,Action,Nintendo,0,0,0.04,0,0.04,68,26,7,162
Pro Race Driver,X,2003,Racing,Codemasters,0.03,0.01,0,0,0.04,80,17,8,5
Ide Yosuke no Mahjong Kazoku,PS,1995,Misc,Seta Corporation,0,0,0.04,0,0.04,68,26,7,162
The Movies,PC,2005,Simulation,Activision,0.01,0.03,0,0.01,0.04,84,62,8.3,132
Jig-A-Pix: Pets,DS,2009,Puzzle,Zushi Games,0.03,0,0,0,0.04,68,26,7,162
R-Type Command (correct US sales),PSP,2007,Strategy,Rising Star Games,0.04,0,0,0,0.04,68,26,7,162
Quiz Mobile Gundam: Toi Senshi DX,PSP,2006,Puzzle,Namco Bandai Games,0,0,0.04,0,0.04,68,26,7,162
E.T. The Extra-Terrestrial: Interplanetary Mission,PS,2001,Platform,Ubisoft,0.02,0.01,0,0,0.04,68,26,7,162
Train Simulator 2016,PC,2015,Simulation,Unknown,0,0.04,0,0,0.04,68,26,3.8,9
Story Hour: Fairy Tales,Wii,2008,Adventure,Zoo Digital Publishing,0.04,0,0,0,0.04,68,26,7,162
Countdown Vampires,PS,1999,Adventure,Namco Bandai Games,0.02,0.01,0,0,0.04,41,6,7,162
Dynasty Warriors Vol. 2 (JP sales),PSP,2006,Action,Tecmo Koei,0,0,0.04,0,0.04,68,26,7,162
Crypt Killer,PS,1997,Shooter,Konami Digital Entertainment,0.02,0.01,0,0,0.04,68,26,7,162
Supreme Commander: Forged Alliance,PC,2007,Strategy,THQ,0.01,0.02,0,0,0.04,81,35,8.9,219
Tokumei Sentai Go-Busters,DS,2012,Action,Namco Bandai Games,0,0,0.04,0,0.04,68,26,7,162
Dramatic Soccer Game: Nippon Daihyou Senshu Ninarou!,PS2,2002,Sports,Enix Corporation,0,0,0.04,0,0.04,68,26,7,162
Meteos: Disney Magic,DS,2007,Puzzle,Disney Interactive Studios,0.01,0.02,0,0,0.04,74,36,6.6,5
FIFA World Cup Germany 2006,DS,2006,Sports,Electronic Arts,0.03,0,0,0,0.04,71,7,7.2,6
Warriors Orochi 3,XOne,2014,Action,Tecmo Koei,0.01,0.03,0,0,0.04,68,26,7,162
POed,PS,1996,Shooter,Time Warner Interactive,0.02,0.01,0,0,0.04,68,26,7,162
Battle Hunter,PS,1999,Strategy,Midas Interactive Entertainment,0.02,0.01,0,0,0.04,68,26,7,162
Game of Thrones (Telltale),X360,2015,Adventure,Telltale Games,0.03,0,0,0,0.04,68,26,7,162
Need for Speed (2015),PC,2016,Racing,Electronic Arts,0,0.04,0,0,0.04,68,26,7,162
Adidas Power Soccer,PS,1996,Sports,Psygnosis,0.02,0.01,0,0,0.04,68,26,7,162
Lost Planet 3,PC,2013,Shooter,Capcom,0,0.04,0,0,0.04,61,17,6.2,210
Darklight Conflict,PS,1997,Simulation,Electronic Arts,0.02,0.01,0,0,0.04,68,26,7,162
Dragon Ball: Advanced Adventure,GBA,2004,Action,Namco Bandai Games,0.03,0.01,0,0,0.04,75,7,8.5,11
Art of Fighting 3: The Path of the Warrior,NG,1996,Fighting,SNK,0,0,0.04,0,0.04,68,26,7,162
Im A Celebrity: Get Me Out of Here!,DS,2009,Misc,Mindscape,0,0.04,0,0,0.04,68,26,7,162
The Ripping Friends,GBA,2002,Action,THQ,0.03,0.01,0,0,0.04,38,12,7,162
Konami Arcade Classics,PS,1999,Misc,Konami Digital Entertainment,0.02,0.01,0,0,0.04,68,26,7,162
Castlevania: Lords of Shadow 2,PC,2014,Action,Konami Digital Entertainment,0.01,0.03,0,0,0.04,58,16,7.6,503
Hunter x Hunter: Wonder Adventure,PSP,2012,Action,Namco Bandai Games,0,0,0.04,0,0.04,68,26,7,162
Game of Thrones (Telltale),XOne,2015,Adventure,Telltale Games,0.03,0,0,0,0.04,68,26,7,162
Rugby Challenge 3,X360,2016,Sports,Alternative Software,0,0.04,0,0,0.04,68,26,7,162
Super Army War,GBA,2005,Action,Flashpoint Games,0.03,0.01,0,0,0.04,58,8,7,162
Ao no Exorcist: Genkoku no Labyrinth,PSP,2012,Action,Namco Bandai Games,0,0,0.04,0,0.04,68,26,7,162
Echo Night Beyond,PS2,2004,Adventure,Indie Games,0.02,0.01,0,0,0.04,60,22,8.9,9
Minna no Chizu,PSP,2006,Misc,Zenrin,0,0,0.04,0,0.04,68,26,7,162
Doom II: Hell on Earth,GBA,2002,Shooter,Activision,0.03,0.01,0,0,0.04,68,26,7,162
Taikou Risshiden V,PSP,2009,Strategy,Tecmo Koei,0,0,0.04,0,0.04,68,26,7,162
Jikkyou Powerful Major League,GC,2006,Sports,Konami Digital Entertainment,0,0,0.04,0,0.04,68,26,7,162
Suzumiya Haruhi no Tsuisou,PSP,2011,Adventure,Namco Bandai Games,0,0,0.04,0,0.04,68,26,7,162
Evolution Skateboarding,GC,2002,Sports,Konami Digital Entertainment,0.03,0.01,0,0,0.04,44,5,7,162
Greg Hastings Tournament Paintball Maxd,DS,2006,Shooter,Activision,0.03,0,0,0,0.04,39,4,7.4,10
Halo: Combat Evolved,PC,2003,Shooter,Microsoft Game Studios,0.02,0.02,0,0,0.04,83,40,7.4,397
Sleepover Party,Wii,2009,Misc,Ubisoft,0.03,0,0,0,0.04,68,26,7,162
Jikkyou World Soccer 2002,PS2,2002,Sports,Konami Digital Entertainment,0,0,0.04,0,0.04,68,26,7,162
Tenshou Gakuen Gekkouroku,PS2,2006,Adventure,Asmik Ace Entertainment,0,0,0.04,0,0.04,68,26,7,162
Ragnarok Odyssey,PS3,2014,Role-Playing,GungHo,0.03,0,0,0.01,0.04,68,26,7,162
Assassins Creed Chronicles: China,PS4,2015,Action,Ubisoft,0,0.03,0,0.01,0.04,69,44,6.4,84
Ski-Doo Snowmobile Challenge,X360,2009,Racing,Valcon Games,0.03,0,0,0,0.04,68,26,7,162
Little Red Riding Hoods Zombie BBQ,DS,2008,Shooter,Destineer,0.03,0,0,0,0.04,68,15,7.3,8
Aquanauts Holiday: Kakusareta Kiroku,PS3,2008,Adventure,Sony Computer Entertainment,0,0,0.04,0,0.04,68,26,7,162
Winning Post 8 ,PSV,2014,Racing,Tecmo Koei,0,0,0.04,0,0.04,68,26,7,162
Texas Hold Em Poker DS,DS,2005,Misc,Majesco Entertainment,0.03,0,0,0,0.04,68,26,7,162
Big Mutha Truckers,GBA,2005,Racing,Zoo Digital Publishing,0.03,0.01,0,0,0.04,68,26,7,162
Sherlock Holmes: Secret of The Silver Earring,Wii,2010,Adventure,Focus Home Interactive,0,0.03,0,0,0.04,68,26,7,162
Magical Starsign (JP sales),DS,2006,Role-Playing,Nintendo,0,0,0.04,0,0.04,68,26,7,162
DT Carnage,PSP,2009,Racing,Agetec,0.03,0,0,0,0.04,68,26,7,162
DoraMoji: Nobita no Kanji Daisakusen,3DS,2015,Misc,Shogakukan,0,0,0.04,0,0.04,68,26,7,162
Super Hero Generation,PSV,2014,Role-Playing,Namco Bandai Games,0,0,0.04,0,0.04,68,26,7,162
Caesar IV,PC,2006,Strategy,Vivendi Games,0,0.03,0,0.01,0.04,74,32,7.6,43
Rugby 08,PS2,2007,Sports,Electronic Arts,0.02,0.01,0,0,0.04,74,21,7.4,25
Pia Carrot e Youkoso!! 2.5,DC,2008,Adventure,NEC Interchannel,0,0,0.04,0,0.04,68,26,7,162
GoPets: Vacation Island,DS,2008,Simulation,Konami Digital Entertainment,0.03,0,0,0,0.04,68,26,7,162
Harry Potter and the Order of the Phoenix,PC,2007,Action,Electronic Arts,0,0.03,0,0,0.04,63,11,7.1,35
Ferrari Challenge Trofeo Pirelli,PS3,2008,Racing,System 3 Arcade Software,0,0.03,0,0.01,0.04,71,37,6.3,27
Cy Girls,PS2,2004,Action,Konami Digital Entertainment,0.02,0.01,0,0,0.04,53,28,8.8,4
APB Reloaded,PC,2011,Role-Playing,Iceberg Interactive,0.02,0.01,0,0,0.04,56,12,5.7,269
The Sum of All Fears,GBA,2002,Shooter,Ubisoft,0.03,0.01,0,0,0.04,69,8,7,162
Da Capo I & II Plus Situation Portable,PSP,2010,Adventure,Kadokawa Shoten,0,0,0.04,0,0.04,68,26,7,162
Casino Chaos With Las Vegas Players Collection,PC,2011,Misc,THQ,0.03,0,0,0,0.04,68,26,7,162
Bionicle Heroes,Wii,2007,Shooter,Eidos Interactive,0.03,0,0,0,0.04,52,7,5.8,5
Hisshou Pachinko*Pachi-Slot Kouryaku Series DS Vol. 5: Shinseiki Evangelion - Tamashii no Kiseki,DS,2010,Misc,D3Publisher,0,0,0.04,0,0.04,68,26,7,162
Bubble Bobble Double Shot,DS,2007,Puzzle,Rising Star Games,0.03,0,0,0,0.04,50,12,4.4,5
Minority Report: Everybody Runs,GBA,2002,Action,Activision,0.03,0.01,0,0,0.04,54,8,7,162
The Legend of Heroes: Trails in the Sky SC Evolution,PSV,2015,Role-Playing,Kadokawa Games,0,0,0.04,0,0.04,68,26,7,162
Monster Hunter Frontier Online: Season 9.0,X360,2010,Role-Playing,Capcom,0,0,0.04,0,0.04,68,26,7,162
C.O.R.E.,DS,2009,Shooter,Graffiti,0.03,0,0,0,0.04,44,16,6.9,19
Garfield: The Search for Pooky,GBA,2003,Platform,Game Factory,0.03,0.01,0,0,0.04,68,26,7,162
Darksiders: Warmastered Edition,PS4,2016,Action,Nordic Games,0.03,0,0,0.01,0.04,81,11,8.5,23
Galaxy Fight,SAT,1994,Fighting,Sunsoft,0,0,0.04,0,0.04,68,26,7,162
Chaos Wars,PS2,2006,Strategy,Idea Factory,0,0,0.04,0,0.04,64,9,6.9,9
Steambot Chronicles,PS2,2005,Role-Playing,505 Games,0.02,0.01,0,0,0.04,74,35,8.2,17
Summer Challenge: Athletics Tournament,PS3,2011,Sports,PQube,0,0.03,0,0.01,0.04,68,26,7,162
Toki no Kizuna: Sekigahara Kitan,PSP,2012,Action,Idea Factory,0,0,0.04,0,0.04,68,26,7,162
Mr. Driller,PS,1999,Puzzle,Namco Bandai Games,0.02,0.01,0,0,0.04,68,26,7,162
Norn9: Norn + Nonette,PSP,2013,Adventure,Idea Factory,0,0,0.04,0,0.04,68,26,7,162
Scarface: The World is Yours,PC,2006,Action,Vivendi Games,0.01,0.02,0,0,0.04,73,18,7.5,57
Simple DS Series Vol. 15: The Kanshikikan 2 - Aratanaru 8-tsu no Jiken wo Touch seyo,DS,2007,Adventure,D3Publisher,0,0,0.04,0,0.04,68,26,7,162
Kung Fu Panda: Showdown of Legendary Legends,3DS,2015,Action,Little Orbit,0,0.03,0,0,0.04,68,26,7,162
The Talos Principle,PS4,2015,Puzzle,Devolver Digital,0,0.03,0,0.01,0.04,88,31,8.4,131
Gumby vs. the Astrobots,GBA,2005,Action,Namco Bandai Games,0.03,0.01,0,0,0.04,63,4,7,162
Harry Potter and the Prisoner of Azkaban,PC,2004,Action,Electronic Arts,0,0.03,0,0,0.04,67,19,7.2,50
Hisshou Pachinko*Pachi-Slot Kouryaku Series Vol. 13: Shinseiki Evangelion - Yakusoku no Toki,PS2,2008,Misc,D3Publisher,0,0,0.04,0,0.04,68,26,7,162
Scaler,GC,2004,Platform,Take-Two Interactive,0.03,0.01,0,0,0.04,69,11,7.3,8
Chaos;Head Noah,X360,2009,Adventure,5p,0,0,0.04,0,0.04,68,26,7,162
Fast & Furious: Showdown,X360,2013,Action,Activision,0,0.03,0,0,0.04,68,26,7,162
Tears to Tiara Anecdotes: The Secret of Avalon,PS3,2009,Strategy,Aqua Plus,0,0,0.04,0,0.04,68,26,7,162
Legasista,PS3,2012,Role-Playing,Nippon Ichi Software,0,0,0.04,0,0.04,68,13,6.3,15
Summon Night 6: Lost Borders,PS4,2016,Action,Namco Bandai Games,0,0,0.04,0,0.04,68,26,7,162
Logic Machines,DS,2009,Puzzle,City Interactive,0.03,0,0,0,0.04,68,26,7,162
Fatal Fury: Battle Archives Volume 1,PS2,2006,Fighting,Ignition Entertainment,0.02,0.01,0,0,0.04,68,22,8.3,4
OutRun 2006: Coast 2 Coast,PSP,2006,Racing,Sega,0.03,0.01,0,0,0.04,82,31,8.1,14
Harukanaru Toki no Naka de 3: Unmei no Meikyuu Aizouban,PSP,2009,Adventure,Tecmo Koei,0,0,0.04,0,0.04,68,26,7,162
Pro Cycling Manager 2016,PC,2016,Sports,Focus Home Interactive,0,0.03,0,0,0.04,64,6,4.8,5
The Golf Clu,XOne,2014,Sports,Unknown,0.03,0,0,0,0.04,64,15,5.4,60
Rhapsody: A Musical Adventure,PS,1998,Role-Playing,Nippon Ichi Software,0.02,0.01,0,0,0.04,68,26,7,162
Fading Shadows,PSP,2008,Puzzle,Ivolgamus,0.03,0,0,0,0.04,62,13,7,162
The Croods: Prehistoric Party!,3DS,2013,Misc,D3Publisher,0.01,0.02,0,0,0.04,68,26,7,162
Richard Burns Rally,PC,2004,Racing,SCi,0,0.03,0,0.01,0.04,68,26,7,162
Music Maker: Rockstar,PS2,2009,Misc,Magix,0.02,0.01,0,0,0.04,68,26,7,162
Without Warning,PS2,2005,Shooter,Capcom,0.02,0.01,0,0,0.04,45,25,6.5,8
Formula 1 06,PS2,2006,Racing,Sony Computer Entertainment,0,0,0.04,0,0.04,68,26,7,162
Smashing Drive,X,2002,Racing,Namco Bandai Games,0.03,0.01,0,0,0.04,42,9,7,162
"Minna de Jibun no Setsumeisho: B-Kata, A-Kata, AB-Kata, O-Kata",DS,2008,Misc,GungHo,0,0,0.04,0,0.04,68,26,7,162
Fighting Vipers 2,DC,2000,Fighting,Sega,0,0,0.04,0,0.04,68,26,7,162
Teenage Mutant Ninja Turtles 3: Mutant Nightmare,X,2005,Action,Konami Digital Entertainment,0.03,0.01,0,0,0.04,56,13,7,162
Here They Lie,PS4,2016,Adventure,Sony Computer Entertainment,0,0.03,0,0.01,0.04,62,33,6.6,38
Napoleon Dynamite: The Game,PSP,2007,Puzzle,Crave Entertainment,0.03,0,0,0,0.04,37,14,4.6,7
Saints Row 2,PC,2009,Action,THQ,0,0.03,0,0.01,0.04,72,24,6.8,381
Beatdown: Fists of Vengeance,X,2005,Action,Capcom,0.03,0.01,0,0,0.04,68,26,7,162
Enchanted Arms (JP sales),PS3,2007,Role-Playing,Ubisoft,0,0,0.04,0,0.04,68,26,7,162
Trine 2,PC,2011,Platform,Focus Home Interactive,0,0.03,0,0.01,0.04,84,55,8.4,670
Monster Force,GBA,2002,Shooter,Universal Interactive,0.03,0.01,0,0,0.04,65,9,7,162
Sid Meiers Railroads!,PC,2006,Simulation,Take-Two Interactive,0.01,0.03,0,0,0.04,68,26,7,162
Onsei Kanjou Sokuteiki: Kokoro Scan,DS,2007,Misc,Sega,0,0,0.04,0,0.04,68,26,7,162
Guild Wars,PC,2005,Role-Playing,NCSoft,0.03,0,0,0,0.04,89,53,8.4,455
Clock Zero: Shuuen no Ichibyou Portable,PSP,2011,Adventure,Idea Factory,0,0,0.04,0,0.04,68,26,7,162
Atelier Shallie Plus: Alchemists of the Dusk Sea,PSV,2016,Role-Playing,Tecmo Koei,0,0,0.04,0,0.04,79,10,7.5,4
Trick x Logic: Season 2,PSP,2010,Adventure,Sony Computer Entertainment,0,0,0.04,0,0.04,68,26,7,162
San Goku Shi DS 3,DS,2010,Strategy,Tecmo Koei,0,0,0.04,0,0.04,68,26,7,162
Hakuouki: Zuisouroku,PS2,2009,Adventure,Idea Factory,0,0,0.04,0,0.04,68,26,7,162
World Championship Pool 2004,X,2003,Sports,Jaleco,0.03,0.01,0,0,0.04,67,11,7,162
Derby Tsuku 5: Derby Uma o Tsukurou!,PS2,2006,Sports,Sega,0,0,0.04,0,0.04,68,26,7,162
Jikkyou Powerful Major League 2009,Wii,2009,Sports,Konami Digital Entertainment,0,0,0.04,0,0.04,68,26,7,162
SD Gundam Force: Showdown!,PS2,2004,Shooter,Namco Bandai Games,0.02,0.01,0,0,0.04,68,26,7,162
Ao no Kanata no Four Rhythm,PSV,2016,Adventure,Unknown,0,0,0.04,0,0.04,68,26,7,162
Teenage Zombies: Invasion of the Alien Brain Thingys,DS,2008,Adventure,Ignition Entertainment,0.03,0,0,0,0.04,67,30,8.2,29
Real Soccer 2008,DS,2007,Sports,Ubisoft,0.03,0,0,0,0.04,68,26,7,162
Negima!? 3-Jikanme ~Koi to Mahou to Sekaiju Densetsu~,PS2,2006,Adventure,Konami Digital Entertainment,0,0,0.04,0,0.04,68,26,7,162
Flow: Urban Dance Uprising,PS2,2005,Misc,Ubisoft,0.02,0.01,0,0,0.04,65,10,7,162
Ailu de Puzzle,PSP,2012,Action,Capcom,0,0,0.04,0,0.04,68,26,7,162
True Pinball,PS,1996,Misc,Ocean,0.02,0.01,0,0,0.04,68,26,7,162
Stadium Games,GBA,2003,Sports,Ignition Entertainment,0.03,0.01,0,0,0.04,68,26,7,162
J-League Pro Striker 2,GEN,1994,Sports,Sega,0,0,0.04,0,0.04,68,26,7,162
RLH: Run Like Hell,X,2003,Shooter,Avalon Interactive,0.03,0.01,0,0,0.04,55,22,8,5
Power Play Pool,DS,2006,Sports,System 3 Arcade Software,0.03,0,0,0,0.04,68,26,7,162
Obscure,X,2004,Adventure,MC2 Entertainment,0.03,0.01,0,0,0.04,66,29,8.4,9
