Name,year,Esrp,Genre,rate,vote,country,company,Sales
Hercules: The Legendary Journeys,2000,Not Rated,Drama,7.5,44,United States,Player1,0.4
Dracula: Resurrection,2000,Teen,Fantasy,7.5,80,France,Canal+ Multimedia,0.4
Theme Park,1994,Not Rated,Family,7.5,263,United Kingdom,Bullfrog Productions Ltd.,0.4
The Next Tetris,1999,Everyone,Family,7.5,32,United States,Blue Planet Software,0.4
SimCoaster,2001,Not Rated,Family,7.5,23,United Kingdom,Bullfrog Productions Ltd.,0.4
Gangsters: Organized Crime,1998,Not Rated,Crime,7.5,24,United Kingdom,Hothouse Productions,0.4
Crimson Skies,2000,Not Rated,Adventure,7.5,87,Canada,Zipper Interactive Inc.,0.4
MDK,1997,Teen,Comedy,7.5,196,United States,Shiny Entertainment,0.4
Eraser: Turnabout,1997,Not Rated,Crime,7.5,16,United States,Imagination Pilots Entertainment,0.4
Leisure Suit Larry 3: Passionate Patti in Pursuit of the Pulsating Pectorals!,1989,Not Rated,Comedy,7.5,116,United States,Sierra Entertainment,0.4
Leisure Suit Larry Goes Looking for Love (In Several Wrong Places),1988,Not Rated,Comedy,7.5,125,United States,Sierra Entertainment,0.4
Rainbow Six,1998,Teen,Thriller,7.5,412,United Kingdom,Rebellion Developments Ltd.,0.39
The Dukes of Hazzard 2: Daisy Dukes It Out,2000,Everyone,Adventure,7.5,33,United States,Sinister Games,0.39
Muppet Monster Adventure,2000,Everyone,Family,7.5,41,United Kingdom,Jim Henson Interactive,0.39
Ms. Pac-Man Maze Madness,2000,Everyone,Family,7.5,39,United States,Full Fat,0.39
RoboCop vs. The Terminator,1993,Not Rated,Sci-Fi,7.5,293,United States,Virgin Interactive Entertainment,0.39
Đấu Trường Thú 2,1999,Teen,Fantasy,7.5,131,Japan,Eighting Co. Ltd.,0.39
Startropics,1990,Not Rated,Adventure,7.5,102,Japan,Nintendo,0.39
Road Rash,1994,Teen,Sport,7.5,216,United States,Monkey Do Productions,0.39
Wipeout Fusion,2002,Everyone,Sport,7.5,46,United Kingdom,SCEE Studio Liverpool,0.39
Wipeout,1995,Adults Only,Sport,7.5,137,United Kingdom,Psygnosis,0.39
Wip3out,1999,Not Rated,Sport,7.5,71,United Kingdom,Psygnosis,0.39
Wacky Races,2000,Not Rated,Fantasy,7.5,65,United States,Appaloosa Interactive,0.39
Tony Tough and the Night of Roasted Moths,2002,Teen,Comedy,7.5,23,Italy,Prograph Research S.r.l.,0.38
Mad Dog McCree,1990,Not Rated,Western,7.5,81,United States,American Laser Games,0.38
Prince of Persia 2: The Shadow and the Flame,1992,Not Rated,Fantasy,7.5,289,United States,Brøderbund Software,0.38
Metoroido II: Samusu no fukki,1991,Everyone,Mystery,7.5,314,United States,Nintendo,0.38
Punch-Out!!,1983,Everyone1Adults Only+,Sport,7.5,527,Japan,Nintendo IRD,0.38
The Rocky Interactive Horror Show,1999,Not Rated,Horror,7.5,40,United States,Unknown,0.38
Bucky O'Hare,1992,Not Rated,Sci-Fi,7.5,69,Japan,Konami,0.38
Noctropolis,1994,Not Rated,Horror,7.5,47,United States,Flashpoint Productions Inc.,0.37
Colin McRae Rally,1997,Everyone,Sport,7.5,129,Canada,Codemasters Software Company,0.37
The 11th Hour,1995,Mature,Mystery,7.5,98,United States,Trilobyte,0.37
Dragon's Lair,1983,Everyone,Fantasy,7.5,614,United States,Advanced Microcomputer Systems,0.37
Medal of Honor: Infiltrator,2003,Teen,War,7.4,13,Unknown,Netherock,0.37
Monkey Magic,1999,Everyone,Fantasy,7.4,5,United States,Sunsoft,0.37
Endless Space 2,2017,Not Rated,Sci-Fi,7.4,21,United States,Amplitude Studios,0.37
Carnivores: Ice Age,2001,Not Rated,Sport,7.4,7,United States,Action Forms,0.37
EA Sports UFC 3,2018,Not Rated,Sport,7.4,227,Canada,EA Sports,0.37
AFK Arena,2019,Not Rated,Fantasy,7.4,26,China,Lilith Games,0.37
Rhythm Tengoku,2006,Not Rated,Musical,7.4,19,Japan,Nintendo Software Planning and Development (SPD),0.37
Deliver Us The Moon: Fortuna,2018,Not Rated,Sci-Fi,7.4,172,Netherlands,KeokeN Interactive,0.37
A Normal Lost Phone,2017,Not Rated,Mystery,7.4,14,France,Accidental Queens,0.36
Capcom Beat 'Em Up Bundle,2018,Teen,Fantasy,7.4,18,Japan,Capcom Company,0.36
Atom RPG,2018,Not Rated,Sci-Fi,7.4,7,Russia,AtomTeam,0.36
Mist Survival,2018,Not Rated,Horror,7.4,8,Thailand,Dimension 32 Entertainment,0.36
Warriors Orochi 4,2018,Teen,Family,7.4,21,Japan,Omega Force,0.36
Observation,2019,Mature,Sci-Fi,7.4,272,United Kingdom,No Code,0.35
Age of Empires IV,2021,Not Rated,War,7.4,95,United States,Microsoft Studios,0.35
Seirei densetsu lickle,1992,Not Rated,Fantasy,7.4,25,Japan,Takeru,0.35
Battlefield 1: In the Name of the Tsar,2017,Not Rated,War,7.4,11,Unknown,Unknown,0.35
Spider-Man,1994,Adults Only,Fantasy,7.4,42,United States,Western Technologies Inc.,0.35
ArmA 3,2013,Teen,War,7.4,138,United States,Bohemia Interactive Studio,0.35
Prince of Persia: The Fallen King,2008,Not Rated,Fantasy,7.4,8,Canada,Ubisoft Casablanca,0.35
Persona 5: Dancing Star Night,2018,Teen,Musical,7.4,80,Japan,Atlus,0.35
Prey: Mooncrash,2018,Not Rated,Sci-Fi,7.4,73,United States,Arkane Studios,0.34
Mighty Gunvolt Burst,2017,Everyone,Sci-Fi,7.4,8,Japan,Inti Creates,0.34
Welcome to the Game II,2018,Not Rated,Thriller,7.4,26,United States,Reflect Studios,0.34
Golf Story,2017,Everyone,Sport,7.4,36,Australia,Sidebar Games,0.34
Max: The Curse of Brotherhood,2013,Not Rated,Adventure,7.4,66,Denmark,Flashbulb Games,0.34
Knowledge Is Power,2017,Not Rated,Game Show,7.4,72,United States,Wish Studios,0.34
Mutant Year Zero: Road to Eden,2018,Not Rated,Action,7.4,132,United Kingdom,Funcom,0.34
Penumbra: Necrologue,2015,Not Rated,Thriller,7.4,15,Unknown,Unknown,0.34
Lego The Incredibles,2018,Everyone1Adults Only+,Comedy,7.4,464,United States,Pixar Animation Studios,0.33
Q.U.B.E. 2,2018,Not Rated,Sci-Fi,7.4,59,Unknown,Toxic Games,0.33
Echo,2017,Not Rated,Mystery,7.4,38,Denmark,Ultra Ultra,0.33
True Fear: Forsaken Souls Part 1,2014,Not Rated,Mystery,7.4,29,United States,Goblinz,0.33
Once Upon a Coma,2018,Not Rated,Fantasy,7.4,5,United States,Unknown,0.33
Colin McRae: DiRT,2007,Everyone,Sport,7.4,66,United Kingdom,Codemasters Software Company,0.33
The Dark Half,1992,Not Rated,Mystery,7.4,8,United States,Orion Pictures,0.33
BlazBlue: Cross Tag Battle,2018,Not Rated,Sci-Fi,7.4,92,Japan,Arc System Works,0.33
3 Skulls of the Toltecs,1996,Not Rated,Comedy,7.4,6,Spain,Revistronic,0.33
Warhammer: Vermintide 2,2018,Not Rated,Action,7.4,175,Sweden,Fatshark,0.33
SteamWorld Dig,2013,Everyone1Adults Only+,Adventure,7.4,130,Sweden,Image & Form,0.33
Rugrats: All Growed Up,2001,Everyone,Sci-Fi,7.4,5,United States,Klasky-Csupo,0.33
Zero kara hajimeru mahou no sho,2017,Not Rated,Fantasy,7.4,9,Japan,Kadokawa,0.33
Unforeseen Incidents,2018,Not Rated,Mystery,7.4,17,Germany,Backwoods Entertainment,0.33
Monster Truck Madness 64,1999,Not Rated,Sport,7.4,10,United States,Edge of Reality,0.33
MLB: The Show 18,2018,Everyone,Sport,7.4,66,United States,Unknown,0.32
Besiege,2015,Not Rated,Unknown,7.4,32,Unknown,Unknown,0.32
Tabletop Simulator,2015,Not Rated,Unknown,7.4,40,United States,Berserk Games,0.32
The Elder Scrolls Online: Morrowind,2017,Mature,Fantasy,7.4,164,United States,ZeniMax Online Studios,0.32
Seduce Me the Otome,2015,Not Rated,Mystery,7.4,7,Unknown,Unknown,0.32
The Powerpuff Girls: Showdown in the Sky in 3D,2002,Not Rated,Family,7.4,6,United States,Cartoon Network,0.32
White Day: A Labyrinth Named School,2017,Teen,Fantasy,7.4,36,Hong Kong,PQube,0.32
Pink Panther: Pinkadelic Pursuit,2002,Not Rated,Adventure,7.4,62,France,Étranges Libellules,0.32
Everything,2017,Not Rated,Sci-Fi,7.4,28,United States,Unknown,0.32
Alchemy,2001,Not Rated,Unknown,7.4,8,United States,Popcap Games,0.32
Raw Data,2017,Not Rated,Sci-Fi,7.4,9,United States,Wilmer Sound,0.32
Asphalt 8: Airborne,2013,Everyone1Adults Only+,Sport,7.4,136,France,Gameloft Hanoi,0.32
Shinyomawari,2017,Not Rated,Horror,7.4,9,Japan,Unknown,0.32
RalliSport Challenge 2,2004,Everyone,Sport,7.4,13,Sweden,Digital Illusions CE (DICE),0.32
Playstation VR Worlds,2016,Mature,Action,7.4,89,United Kingdom,London Studio,0.32
Scooby-Doo!: Jinx at the Sphinx,2001,Not Rated,Mystery,7.4,18,United States,Hanna-Barbera Productions,0.31
Thrill Kill,1998,O,Horror,7.4,24,United States,Paradox Development,0.31
Senran Kagura Burst,2012,Teen,Action,7.4,12,Japan,Tamsoft,0.31
Neighbours from Hell 2: On Vacation,2004,Not Rated,Comedy,7.4,133,Austria,JoWood Productions Software AG,0.31
Flying Dragon,1997,Teen,Unknown,7.4,5,Japan,Culture Brain,0.31
Fast RMX,2017,Everyone,Sci-Fi,7.4,42,Germany,Shin'en Multimedia,0.31
Fractured Space,2014,Not Rated,Action,7.4,10,United Kingdom,Edge Case Games,0.31
Namco Museum,2001,Not Rated,Family,7.4,14,United States,Mass Media Inc.,0.31
South Park: Let's Go Tower Defense Play!,2009,Mature,Comedy,7.4,44,United States,Anti-Minions,0.31
Rock Band 4,2015,Not Rated,Music,7.4,61,United States,Unknown,0.31
Metal Slug 7,2008,Not Rated,Action,7.4,38,Japan,SNK/Playmore,0.31
Rajikaru dorimazu: Nusumenaihoseki,1996,Not Rated,Fantasy,7.4,7,Japan,Unknown,0.3
Super Ninja Boy,1991,Not Rated,Unknown,7.4,6,Japan,Culture Brain,0.3
Pokémon Cho Fushigi no Danjon,2015,Everyone,Fantasy,7.4,58,Japan,Spike Chunsoft,0.3
Colin McRae Rally 2005 Plus,2005,Everyone,Sport,7.4,43,United Kingdom,Six by Nine,0.3
Wadanohara and the Great Blue Sea,2013,Not Rated,Romance,7.4,10,Japan,Unknown,0.3
Emperor: Rise of the Middle Kingdom,2002,Not Rated,History,7.4,12,United States,Breakaway Games,0.3
Chaos Rings,2010,Not Rated,Fantasy,7.4,7,Japan,Media Vision,0.29
Event 0,2016,Not Rated,Thriller,7.4,20,France,Ocelot Society,0.29
Digimon World 2,2000,Everyone,Action,7.4,22,Japan,BEC,0.29
Sanrio danshi,2016,Not Rated,Romance,7.4,19,Japan,Cybird,0.29
Kolibri,1995,Not Rated,Unknown,7.4,7,Hungary,Novotrade,0.29
World of Final Fantasy,2016,Everyone1Adults Only+,Family,7.4,149,Japan,Square Enix Company,0.29
RalliSport Challenge,2002,Everyone,Sport,7.4,24,Sweden,Digital Illusions CE (DICE),0.29
Treasure MathStorm!,1992,Not Rated,Family,7.4,6,United States,Unknown,0.29
The Battle of Yu Yu Hakusho: Shitou! Ankoku Bujutsukai,2006,Not Rated,Action,7.4,6,Japan,Dimps Corporation,0.29
Gran Turismo Sport,2017,Everyone,Sport,7.4,461,Japan,Polyphony Digital,0.29
Backyard Baseball 2003,2002,Not Rated,Sport,7.4,7,United States,Humongous Entertainment,0.29
Blues and Bullets,2015,Not Rated,Adventure,7.4,26,Spain,Unknown,0.29
Marvel: Contest of Champions,2014,Not Rated,Fantasy,7.4,113,Canada,Goldtooth Creative,0.29
Disgaea 5: Alliance of Vengeance,2015,Teen,Comedy,7.4,44,Japan,Nippon Ichi Software,0.29
Doragon bôru Z: Dokkan batoru,2015,Teen,Action,7.4,53,Japan,Bandai Namco Entertainment,0.29
Sutâ fokkusu gâdo,2016,Everyone1Adults Only+,Action,7.4,32,Japan,Nintendo Entertainment Planning & Development (EPD),0.29
Gyakuten saiban 6,2016,Teen,Crime,7.4,110,Japan,Capcom Company,0.28
FlatOut,2004,Teen,Family,7.4,176,Unknown,Bugbear Entertainment,0.28
Asterix & Obelix XXL,2003,Not Rated,Comedy,7.4,64,France,Velez & Dubail,0.28
Sonic the Hedgehog,1991,Not Rated,Adventure,7.4,249,Japan,Ancient,0.28
Snowboard Kids 2,1999,Everyone,Action,7.4,30,Japan,Racjin Co. Ltd.,0.28
Cities in Motion 2,2013,Not Rated,Unknown,7.4,9,Finland,Colossal Order,0.28
Brilliant Shadows - Part One of the Book of Gray Magic,2015,Not Rated,Fantasy,7.4,7,United States,Ithaqua Labs,0.28
The Legend of Heroes: Trails in the Sky the 3rd,2007,Teen,Fantasy,7.4,33,Japan,Nihon Falcom Corporation,0.28
Dragon Ball Z: Buu's Fury,2004,Everyone,Action,7.4,48,United States,Webfoot Technologies,0.28
Defense Grid 2,2014,Everyone1Adults Only+,Sci-Fi,7.4,51,United States,Hidden Path Entertainment,0.28
Ushio to Tora,1993,Not Rated,Fantasy,7.4,8,Japan,Unknown,0.28
Anna's Quest,2015,Not Rated,Adventure,7.4,38,Germany,Daedalic Entertainment,0.28
Naruto Shippûden: Legends: Akatsuki Rising,2009,Teen,Adventure,7.4,19,Japan,Unknown,0.28
The Walking Dead: No Man's Land,2015,Mature,Horror,7.4,132,United States,Next Level Games,0.27
Jurassic Park III,2001,Not Rated,Sci-Fi,7.4,26,Japan,Konami,0.27
Megaman ZX Advent,2007,Everyone1Adults Only+,Sci-Fi,7.4,37,Japan,Inti Creates,0.27
J.U.L.I.A.: Among the Stars,2014,Not Rated,Sci-Fi,7.4,8,Czech Republic,CBE Software,0.27
Putt-Putt Joins the Circus,2000,Not Rated,Family,7.4,24,United States,Humongous Entertainment,0.27
Star Wars: Uprising,2015,Not Rated,Sci-Fi,7.4,36,United States,Goldtooth Creative,0.27
Dex,2015,Not Rated,Sci-Fi,7.4,28,Czech Republic,Dreadlocks,0.27
Project X Zone 2,2015,Teen,Comedy,7.4,24,Japan,Bandai Namco Entertainment,0.27
Fantasia: Music Evolved,2014,Everyone1Adults Only+,Music,7.4,10,United States,Harmonix Music Systems,0.27
Akumajou Dracula: Gallery of Labyrinth,2006,Teen,Fantasy,7.4,82,Japan,Konami,0.27
Strafe,2017,Not Rated,Sci-Fi,7.4,21,United States,Coat of Arms,0.27
Persona Q: Shadow of the Labyrinth,2014,Mature,Fantasy,7.4,64,Japan,Unknown,0.27
Wân pîsu: Kaizoku musou 3,2015,Teen,Family,7.4,101,Japan,Unknown,0.27
Armies of Exigo,2004,Not Rated,Fantasy,7.4,19,Hungary,Black Hole Entertainment,0.27
Half-Life 2: Lost Coast,2005,Mature,Thriller,7.4,444,United States,Valve,0.27
Crypt of the NecroDancer,2014,Teen,Fantasy,7.4,86,Canada,Brace Yourself Games,0.27
Karateka,2012,Not Rated,Action,7.4,7,United States,Liquid Entertainment,0.27
My Amazing Human Body,1997,Not Rated,Family,7.4,10,United Kingdom,DK Interactive Learning,0.27
Rainbow Moon,2012,Everyone1Adults Only+,Adventure,7.4,15,Germany,Sidequest Studios,0.27
Daffy Duck: The Marvin Missions,1993,Not Rated,Sci-Fi,7.4,19,United States,ICOM Simulations Inc.,0.27
Guilty Gear Xrd: Sign,2014,Teen,Sci-Fi,7.4,58,Japan,Arc System Works,0.26
VVVVVV,2010,Everyone1Adults Only+,Sci-Fi,7.4,114,United Kingdom,Unknown,0.26
Dead or Alive 5: Last Round,2015,Mature,Action,7.4,226,Japan,Team Ninja,0.26
Jazzpunk,2014,Not Rated,Comedy,7.4,109,Canada,Unknown,0.26
Zero: Nuregarasu no miko,2014,Mature,Mystery,7.4,65,Japan,Koei Tecmo Games,0.26
TV Animation X: Unmei No Tatakai,2002,Not Rated,Fantasy,7.4,6,Japan,Bandai,0.26
Snoopy's Campfire Stories,1996,Everyone,Family,7.4,6,United States,Morgan Interactive,0.26
Might & Magic: Clash of Heroes,2009,Not Rated,Fantasy,7.4,41,United States,Unknown,0.26
Guacamelee!,2013,Everyone1Adults Only+,Fantasy,7.4,541,Canada,Drinkbox Studios,0.26
Kamen Raidâ Batoraido Wô Tsû,2014,Not Rated,Sci-Fi,7.4,7,Japan,Eighting Co. Ltd.,0.26
Itadaki Street Wii,2011,Everyone,Unknown,7.4,36,Japan,Marvelous AQL,0.26
NHL 13,2012,Everyone1Adults Only+,Sport,7.4,76,Canada,EA sports Canada,0.25
Pokémon Pinball Mini,2001,Everyone,Family,7.4,7,Japan,Jupiter,0.25
War Thunder,2014,Not Rated,War,7.4,243,Russia,Gaijin Entertainment,0.25
Doragon Boru Z: Supa butoden 2,1993,Not Rated,Action,7.4,32,Japan,Unknown,0.25
Unepic,2011,Teen,Comedy,7.4,24,Spain,Unknown,0.25
On Cinema Film Guide,2013,Not Rated,Comedy,7.4,19,United States,Special Entertainment,0.25
Rube Works: The Official Rube Goldberg Invention Game,2013,Not Rated,Comedy,7.4,10,United States,Electric Eggplant,0.25
Legend of Grimrock,2012,Not Rated,Fantasy,7.4,58,Finland,Almost Human,0.25
Dungeon Defenders,2011,Not Rated,Unknown,7.4,52,United States,Trendy Entertainment,0.25
Resogun,2013,Not Rated,Sci-Fi,7.4,143,Finland,Housemarque,0.25
Psycho Fox,1989,Not Rated,Adventure,7.4,23,United States,Vic Tokai,0.25
X-Men,1992,Not Rated,Sci-Fi,7.4,101,Japan,Konami,0.25
Heroes & Generals,2014,Not Rated,Action,7.4,40,Denmark,Reto-Moto,0.24
Warframe,2013,Mature,Fantasy,7.4,652,Canada,Digital Extremes,0.24
Marvel Heroes,2013,Not Rated,Fantasy,7.4,218,United States,Gazillion Entertainment,0.24
G.I. Joe: A Real American Hero,1992,Not Rated,Sci-Fi,7.4,22,Japan,Konami,0.24
Penny Arcade Adventures: On the Rain-Slick Precipice of Darkness,2008,Not Rated,Comedy,7.4,6,United States,HotHead Games,0.24
Castle of Illusion Starring Mickey Mouse,2013,Not Rated,Fantasy,7.4,139,United States,Sega Studios Australia,0.24
Drag-On Dragoon 3,2013,Not Rated,Drama,7.4,109,Japan,Access Games,0.24
Wonder 3,1991,Not Rated,Family,7.4,22,Japan,Capcom Company,0.24
Taimu Horou Ubawareta Kako o Motomete,2008,Teen,Sci-Fi,7.4,12,Japan,AIC Plus,0.24
Ninja Ryû Ken-den III: Yomi no Kata-sen,1991,Not Rated,Fantasy,7.4,70,Japan,Tecmo,0.24
Knights of the Round,1991,Not Rated,Fantasy,7.4,76,Japan,Capcom Company,0.24
Danny Trejo's Vengeance: Woz with a Coz,2012,Not Rated,Action,7.4,14,United States,ITN Pictures,0.24
NCAA Football 2012,2011,Not Rated,Sport,7.4,35,United States,EA Sports,0.24
World Soccer Jikkyou Winning Eleven 4,1999,Not Rated,Sport,7.4,95,Japan,Unknown,0.24
Leisure Suit Larry: Reloaded,2013,Mature,Comedy,7.4,70,United States,N-Fusion,0.24
Broken Sword 5: The Serpent's Curse,2013,Teen,Adventure,7.4,348,United Kingdom,Revolution Software,0.24
Shadowrun Returns,2013,Not Rated,Fantasy,7.4,190,United States,Harebrained Schemes,0.24
The Three Stooges,1987,Adults Only,Comedy,7.4,34,United States,Cinemaware,0.23
BUZZ! Das Film-Quiz,2007,Not Rated,Unknown,7.4,10,Germany,Relentless Software,0.23
Alex Kidd in Miracle World,1986,Not Rated,Fantasy,7.4,153,Japan,Sega Enterprises,0.23
Galaxian³,1990,Not Rated,Sci-Fi,7.4,10,Japan,Namco,0.23
Madden NFL 13,2012,Everyone,Sport,7.4,162,United States,EA Tiburon,0.23
X Multiply,1989,Not Rated,Sci-Fi,7.4,10,Japan,Irem,0.23
Black Mirror III,2011,Not Rated,Thriller,7.4,132,Canada,Cranberry Production,0.23
Eria 88,1989,Not Rated,Action,7.4,39,Japan,Daipro,0.23
Gradius II: Gofer no Yabô,1988,Not Rated,Sci-Fi,7.4,31,Japan,Konami Industries,0.23
Super Pac-Man,1982,Not Rated,Family,7.4,53,Japan,Namco,0.23
Pac-Man Plus,1982,Not Rated,Family,7.4,21,United States,Bally Midway,0.23
Free Realms,2009,Everyone1Adults Only+,Unknown,7.4,9,United States,Sony Online Entertainment,0.23
TNA iMPACT!: Cross the Line,2010,Teen,Sport,7.4,27,United States,DoubleTap Games,0.22
Infamous 2: Festival of Blood,2011,Teen,Fantasy,7.4,426,United States,Sucker Punch Productions,0.22
Wizard of Wor,1980,Not Rated,Sci-Fi,7.4,31,United States,Midway Mfg,0.22
Dead Rising 2: Off the Record,2011,Mature,Thriller,7.4,484,Canada,Blue Castle Games,0.22
El Shaddai: Ascension of the Metatron,2011,Teen,Drama,7.4,52,United States,Ignition Entertainment,0.22
MLB 09: The Show,2009,Everyone,Sport,7.4,22,United States,San Diego Studios,0.22
Tron: Evolution - Battle Grids,2010,Everyone1Adults Only+,Action,7.4,36,United States,n-Space,0.22
The Chaos Engine,1993,Not Rated,Sci-Fi,7.4,30,United States,The Bitmap Brothers,0.22
God Eater Burst,2010,Not Rated,Drama,7.4,23,Japan,Namco Bandai Games,0.22
Cartoon Network: Punch Time Explosion,2011,Everyone1Adults Only+,Family,7.4,110,United States,Papaya Studio,0.22
Marvel Super Hero Squad Online,2011,Everyone1Adults Only+,Sci-Fi,7.4,67,United States,Gazillion Entertainment,0.22
WWE '12,2011,Teen,Sport,7.4,585,United States,THQ,0.22
Kage no tou,2010,Not Rated,Unknown,7.4,14,Japan,Hudson Soft,0.21
IL-2 Sturmovik: Birds of Prey,2009,Not Rated,War,7.4,55,Russia,1C Company,0.21
Rocket: Robot on Wheels,1999,Everyone,Sci-Fi,7.4,22,United States,Sucker Punch Productions,0.21
The Jackbox Party Pack 7,2020,Not Rated,Game Show,7.4,5,United States,Jackbox Games,0.21
Enlisted,2021,Mature,War,7.4,14,Hungary,Gaijin Entertainment,0.21
Star Wars Arcade,1994,Not Rated,Sci-Fi,7.4,38,United States,Sega of America,0.21
Meido in ore,2009,Not Rated,Fantasy,7.4,45,Japan,Intelligent Systems,0.21
MotoGP 09/10,2010,Everyone,Sport,7.4,13,United Kingdom,Monumental Games,0.21
Zeruda no densetsu: Daichi no kiseki,2009,Everyone1Adults Only+,Family,7.4,602,Japan,Nintendo Entertainment Analysis and Development (EAD) (I),0.21
NBA 2K10,2009,Everyone,Sport,7.4,185,United States,2K Sports,0.21
Marvel vs. Capcom 3: Fate of Two Worlds,2011,Teen,Sci-Fi,7.4,899,Japan,Capcom Company,0.21
Sonic & Sega All-Stars Racing,2010,Everyone1Adults Only+,Sport,7.4,404,United Kingdom,Sumo Digital Ltd.,0.21
Age of Booty,2008,Everyone,Unknown,7.4,12,United States,Certain Affinity,0.21
Gran Turismo,2009,Not Rated,Sport,7.4,67,Japan,Polyphony Digital,0.21
Pokemon renjâ: Hikari no kiseki,2010,Not Rated,Unknown,7.4,46,Japan,Creatures,0.21
Atari Flashback Classics: Volume 2,2016,Everyone,Unknown,7.4,17,Unknown,Unknown,0.21
The King of Fighters XIII,2010,Teen,Unknown,7.4,171,Japan,SNK/Playmore,0.21
The Expendabros,2014,Mature,Comedy,7.4,6,South Africa,Free Lives Games,0.2
Dead Space: Extraction,2009,Mature,Sci-Fi,7.4,355,United States,Eurocom Entertainment Software,0.2
Wings of Fury,1987,Not Rated,War,7.4,12,United States,Brøderbund Software,0.2
Fight Night Round 4,2009,Teen,Sport,7.4,104,United States,Electronic Arts (EA),0.2
Ruined King: A League of Legends Story,2021,Not Rated,Fantasy,7.4,29,United States,Airship Syndicate,0.2
Blur,2010,Everyone1Adults Only+,Sport,7.4,401,United States,Bizarre Creations,0.2
Trine,2009,Everyone1Adults Only+,Fantasy,7.4,492,Finland,Frozenbyte,0.2
Unpacking,2021,Everyone,Family,7.4,77,Australia,Witch Beam,0.2
MotorStorm: Pacific Rift,2008,Teen,Action,7.4,149,United Kingdom,Evolution Studios,0.19
LittleBigPlanet PSP,2009,Not Rated,Family,7.4,188,United Kingdom,Maverick Media,0.19
Project Nomads,2002,Not Rated,Unknown,7.4,13,Germany,Radon Labs,0.19
Alien Swarm,2010,Not Rated,Action,7.4,7,United States,Valve,0.19
Crysis Remastered Trilogy,2021,Mature,Sci-Fi,7.4,43,Germany,Crytek Studios,0.19
Dragon: The Bruce Lee Story,1993,Teen,Action,7.4,83,United States,Virgin Interactive Entertainment,0.19
